	118	Union County Department of Social Services			+17042964300	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	9	263,386	Union	28079 28103 28104 28110 28111 28112 28133 28173 28174	NCDHHS Local DSS Directory	union-county-department-of-social-services-energy	union-county-department-of-social-services-emergency
	119	Vance County Department of Social Services	Henderson		+12524925001	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	5	42,337	Vance	27507 27536 27537 27544 27553	NCDHHS Local DSS Directory	vance-county-department-of-social-services-energy	vance-county-department-of-social-services-emergency
	120	Volusia County Community Assistance Division			+13867365956	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	43	602,772	Volusia	32102 32114 32115 32117 32118 32119 32120 32121 32122 32124 32125 32126 32127 32128 32129 32130 32132 32141 32168 32169 32170 32173 32174 32175 32176 32180 32190 32713 32720 32721 32723 32724 32725 32728 32738 32739 32744 32753 32754 32759 32763 32764 32774	FloridaCommerce LIHEAP provider list	volusia-county-community-assistance-division-liheap	
	121	Wake County Department of Social Services	Raleigh		+19192127000	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	49	1,232,444	Wake	27502 27511 27512 27513 27518 27519 27523 27526 27529 27539 27540 27545 27560 27562 27571 27587 27588 27591 27592 27597 27601 27602 27603 27604 27605 27606 27607 27608 27609 27610 27611 27612 27613 27614 27615 27616 27617 27619 27620 27622 27623 27624 27627 27628 27629 27636 27658 27661 27675	NCDHHS Local DSS Directory	wake-county-department-of-social-services-energy	wake-county-department-of-social-services-emergency
	122	Warren County Department of Social Services	Warrenton		+12522575000	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	19,081	Warren	27551 27553 27563 27589 27842 27844 27850	NCDHHS Local DSS Directory	warren-county-department-of-social-services-energy	warren-county-department-of-social-services-emergency
	123	Washington County Department of Social Services	Plymouth		+12527934041	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	37,810	Washington	77426 77833 77834 77835 77880 78932 78946	NCDHHS Local DSS Directory	washington-county-department-of-social-services-energy	washington-county-department-of-social-services-emergency
	124	Watauga County Department of Social Services	Boone		+18282658100	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	54,997	Watauga	28604 28605 28607 28618 28679 28684 28692 28698	NCDHHS Local DSS Directory	watauga-county-department-of-social-services-energy	watauga-county-department-of-social-services-emergency
	125	Wayne County Department of Social Services	Goldsboro		+19195804034	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	13	120,338	Wayne	27530 27532 27533 27534 27542 27569 27830 27863 27883 28333 28365 28551 28578	NCDHHS Local DSS Directory	wayne-county-department-of-social-services-energy	wayne-county-department-of-social-services-emergency
	126	Wilkes County Department of Social Services	Wilkesboro		+13366517400	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	17	66,186	Wilkes	27020 28606 28621 28624 28635 28649 28651 28654 28659 28665 28669 28670 28676 28683 28685 28689 28697	NCDHHS Local DSS Directory	wilkes-county-department-of-social-services-energy	wilkes-county-department-of-social-services-emergency
	127	Wilson County Department of Social Services	Wilson		+12522064000	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	55,415	Wilson	78101 78113 78114 78121 78140 78147 78160 78161	NCDHHS Local DSS Directory	wilson-county-department-of-social-services-energy	wilson-county-department-of-social-services-emergency
	128	Yadkin County Department of Social Services	Yadkinville		+13368497910	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	6	37,995	Yadkin	27011 27018 27020 27055 28642 28689	NCDHHS Local DSS Directory	yadkin-county-department-of-social-services-energy	yadkin-county-department-of-social-services-emergency
	129	Yancey County Department of Social Services	Burnsville		+18286826148	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	3	18,993	Yancey	28714 28740 28754	NCDHHS Local DSS Directory	yancey-county-department-of-social-services-energy	yancey-county-department-of-social-services-emergency
	130	You Thrive Florida			+13527961425	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	3	59	1,031,957	Hernando; Pasco; Sumter	32159 32162 32163 33513 33514 33521 33523 33524 33525 33526 33538 33539 33540 33541 33542 33543 33544 33545 33549 33556 33558 33559 33576 33585 33597 34484 34601 34602 34603 34604 34605 34606 34607 34608 34609 34610 34611 34613 34614 34637 34638 34639 34652 34653 34654 34655 34656 34661 34667 34668 34669 34673 34674 34680 34690 34691 34692 34762 34785	FloridaCommerce LIHEAP provider list	you-thrive-florida-liheap	
