	79	Mitchell County Department of Social Services	Bakersville		+18286882175	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	3	8,968	Mitchell	NCDHHS Local DSS Directory	mitchell-county-department-of-social-services-energy	mitchell-county-department-of-social-services-emergency
	80	Monroe County Board of County Commissioners			+13052924408	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	12	80,908	Monroe	FloridaCommerce LIHEAP provider list	monroe-county-board-of-county-commissioners-liheap	
	81	Montgomery County Department of Social Services	Troy		+19105766531	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	28	749,613	Montgomery	NCDHHS Local DSS Directory	montgomery-county-department-of-social-services-energy	montgomery-county-department-of-social-services-emergency
	82	Moore County Department of Social Services	Carthage		+19109472436	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	5	21,872	Moore	NCDHHS Local DSS Directory	moore-county-department-of-social-services-energy	moore-county-department-of-social-services-emergency
	83	Nash County Department of Social Services			+12524599818	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	11	97,990	Nash	NCDHHS Local DSS Directory	nash-county-department-of-social-services-energy	nash-county-department-of-social-services-emergency
	84	New Hanover County Department of Social Services	Wilmington		+19107983500	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	14	243,333	New Hanover	NCDHHS Local DSS Directory	new-hanover-county-department-of-social-services-energy	new-hanover-county-department-of-social-services-emergency
	85	Northampton County Department of Social Services	Jackson		+12525345811	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	12	16,580	Northampton	NCDHHS Local DSS Directory	northampton-county-department-of-social-services-energy	northampton-county-department-of-social-services-emergency
	86	Northeast Florida Community Action Agency, Inc.			+19042594481	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	7	56	702,989	Baker; Clay; Duval; Flagler; Nassau; Putnam; St. Johns	FloridaCommerce LIHEAP provider list	northeast-florida-community-action-agency-inc-liheap	
	87	Onslow County Department of Social Services	Jacksonville		+19104554145	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	18	212,954	Onslow	NCDHHS Local DSS Directory	onslow-county-department-of-social-services-energy	onslow-county-department-of-social-services-emergency
	88	Orange County Department of Social Services	Hillsborough		+19192452800	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	86,115	Orange	NCDHHS Local DSS Directory	orange-county-department-of-social-services-energy	orange-county-department-of-social-services-emergency
	89	Orange County Youth and Family Services Division			+14078367429	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	7	86,115	Orange	FloridaCommerce LIHEAP provider list	orange-county-youth-and-family-services-division-liheap	
	90	Osceola County Council on Aging, Inc			+14078468532	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	18	468,058	Osceola	FloridaCommerce LIHEAP provider list	osceola-county-council-on-aging-inc-liheap	
	91	Palm Beach County			+15613554792	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	72	1,582,055	Palm Beach	FloridaCommerce LIHEAP provider list	palm-beach-county-liheap	
	92	Pamlico County Department of Social Services	Bayboro		+12527454086	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	9	12,550	Pamlico	NCDHHS Local DSS Directory	pamlico-county-department-of-social-services-energy	pamlico-county-department-of-social-services-emergency
	93	Pasquotank County Department of Social Services	Elizabeth City		+12523382126	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	3	41,418	Pasquotank	NCDHHS Local DSS Directory	pasquotank-county-department-of-social-services-energy	pasquotank-county-department-of-social-services-emergency
	94	Pender County Department of Social Services	Burgaw		+19102591240	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	12	70,077	Pender	NCDHHS Local DSS Directory	pender-county-department-of-social-services-energy	pender-county-department-of-social-services-emergency
	95	Perquimans County Department of Social Services	Hertford		+12524267373	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	3	13,460	Perquimans	NCDHHS Local DSS Directory	perquimans-county-department-of-social-services-energy	perquimans-county-department-of-social-services-emergency
	96	Person County Department of Social Services	Roxboro		+13365998361	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	40,143	Person	NCDHHS Local DSS Directory	person-county-department-of-social-services-energy	person-county-department-of-social-services-emergency
	97	Pinellas County Urban League, Inc.			+17273270977	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	69	965,870	Pinellas	FloridaCommerce LIHEAP provider list	pinellas-county-urban-league-inc-liheap	
	98	Pitt County Department of Social Services	Greenville		+12529021110	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	17	180,783	Pitt	NCDHHS Local DSS Directory	pitt-county-department-of-social-services-energy	pitt-county-department-of-social-services-emergency
	99	Polk County Department of Social Services			+18288942100	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	54,258	Polk	NCDHHS Local DSS Directory	polk-county-department-of-social-services-energy	polk-county-department-of-social-services-emergency
	100	Randolph County Department of Social Services	Asheboro			Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	16	148,389	Randolph	NCDHHS Local DSS Directory	randolph-county-department-of-social-services-energy	randolph-county-department-of-social-services-emergency
	101	Richmond County Department of Social Services	Rockingham		+19109978480	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	41,990	Richmond	NCDHHS Local DSS Directory	richmond-county-department-of-social-services-energy	richmond-county-department-of-social-services-emergency
	102	Robeson County Department of Social Services	Lumberton		+19106713500	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	13	118,624	Robeson	NCDHHS Local DSS Directory	robeson-county-department-of-social-services-energy	robeson-county-department-of-social-services-emergency
	103	Rockingham County Department of Social Services	Wentworth		+13363421394	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	11	93,517	Rockingham	NCDHHS Local DSS Directory	rockingham-county-department-of-social-services-energy	rockingham-county-department-of-social-services-emergency
	104	Rowan County Department of Social Services	Salisbury		+17042168330	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	19	153,384	Rowan	NCDHHS Local DSS Directory	rowan-county-department-of-social-services-energy	rowan-county-department-of-social-services-emergency
	105	Rutherford County Department of Social Services	Spindale		+18282876165	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	10	65,587	Rutherford	NCDHHS Local DSS Directory	rutherford-county-department-of-social-services-energy	rutherford-county-department-of-social-services-emergency
	106	Sampson County Department of Social Services	Clinton		+19105927131	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	16	60,404	Sampson	NCDHHS Local DSS Directory	sampson-county-department-of-social-services-energy	sampson-county-department-of-social-services-emergency
	107	Scotland County Department of Social Services	Laurinburg		+19102772500	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	6	33,898	Scotland	NCDHHS Local DSS Directory	scotland-county-department-of-social-services-energy	scotland-county-department-of-social-services-emergency
	108	Stanly County Department of Social Services	Albemarle		+17049826100	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	11	67,326	Stanly	NCDHHS Local DSS Directory	stanly-county-department-of-social-services-energy	stanly-county-department-of-social-services-emergency
	109	Step Up Suncoast, Inc.			+19418270188	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	2	30	484,420	Hardee; Manatee	FloridaCommerce LIHEAP provider list	step-up-suncoast-inc-liheap	
	110	Stokes County Department of Social Services	Danbury		+13365932861	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	12	45,857	Stokes	NCDHHS Local DSS Directory	stokes-county-department-of-social-services-energy	stokes-county-department-of-social-services-emergency
	111	Surry County Department of Social Services	Dobson		+13364018700	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	12	71,547	Surry	NCDHHS Local DSS Directory	surry-county-department-of-social-services-energy	surry-county-department-of-social-services-emergency
	112	Suwannee River Economic Council, Inc.			+19049646696	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	10	66	630,795	Bradford; Columbia; Dixie; Gilchrist; Hamilton; Lafayette; Madison; Suwannee; Taylor; Union	FloridaCommerce LIHEAP provider list	suwannee-river-economic-council-inc-liheap	
	113	Swain County Department of Social Services	Bryson City		+18284886921	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	3	13,945	Swain	NCDHHS Local DSS Directory	swain-county-department-of-social-services-energy	swain-county-department-of-social-services-emergency
	114	The Salvation Army			+19419544673	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	33	476,604	Sarasota	FloridaCommerce LIHEAP provider list	the-salvation-army-liheap	
	115	Transylvania County Department of Social Services	Brevard		+18288843174	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	9	34,103	Transylvania	NCDHHS Local DSS Directory	transylvania-county-department-of-social-services-energy	transylvania-county-department-of-social-services-emergency
	116	Tri-County Community Council, Inc			+18505474263	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	5	45	575,488	Holmes; Okaloosa; Santa Rosa; Walton; Washington	FloridaCommerce LIHEAP provider list	tri-county-community-council-inc-liheap	
	117	Tyrrell County Department of Social Services	Columbia		+12527963421	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	3	3,517	Tyrrell	NCDHHS Local DSS Directory	tyrrell-county-department-of-social-services-energy	tyrrell-county-department-of-social-services-emergency
	118	Union County Department of Social Services			+17042964300	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	9	263,386	Union	NCDHHS Local DSS Directory	union-county-department-of-social-services-energy	union-county-department-of-social-services-emergency
	119	Vance County Department of Social Services	Henderson		+12524925001	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	5	42,337	Vance	NCDHHS Local DSS Directory	vance-county-department-of-social-services-energy	vance-county-department-of-social-services-emergency
	120	Volusia County Community Assistance Division			+13867365956	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	1	43	602,772	Volusia	FloridaCommerce LIHEAP provider list	volusia-county-community-assistance-division-liheap	
	121	Wake County Department of Social Services	Raleigh		+19192127000	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	49	1,232,444	Wake	NCDHHS Local DSS Directory	wake-county-department-of-social-services-energy	wake-county-department-of-social-services-emergency
	122	Warren County Department of Social Services	Warrenton		+12522575000	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	19,081	Warren	NCDHHS Local DSS Directory	warren-county-department-of-social-services-energy	warren-county-department-of-social-services-emergency
	123	Washington County Department of Social Services	Plymouth		+12527934041	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	7	37,810	Washington	NCDHHS Local DSS Directory	washington-county-department-of-social-services-energy	washington-county-department-of-social-services-emergency
	124	Watauga County Department of Social Services	Boone		+18282658100	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	54,997	Watauga	NCDHHS Local DSS Directory	watauga-county-department-of-social-services-energy	watauga-county-department-of-social-services-emergency
	125	Wayne County Department of Social Services	Goldsboro		+19195804034	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	13	120,338	Wayne	NCDHHS Local DSS Directory	wayne-county-department-of-social-services-energy	wayne-county-department-of-social-services-emergency
	126	Wilkes County Department of Social Services	Wilkesboro		+13366517400	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	17	66,186	Wilkes	NCDHHS Local DSS Directory	wilkes-county-department-of-social-services-energy	wilkes-county-department-of-social-services-emergency
	127	Wilson County Department of Social Services	Wilson		+12522064000	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	8	55,415	Wilson	NCDHHS Local DSS Directory	wilson-county-department-of-social-services-energy	wilson-county-department-of-social-services-emergency
	128	Yadkin County Department of Social Services	Yadkinville		+13368497910	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	6	37,995	Yadkin	NCDHHS Local DSS Directory	yadkin-county-department-of-social-services-energy	yadkin-county-department-of-social-services-emergency
	129	Yancey County Department of Social Services	Burnsville		+18286826148	Energy Assistance (LIEAP / CIP); Food and Nutrition Services (FNS); Work First Emergency Assistance	electric_bill, eviction_prevention, gas_bill, reconnect_fee, rent_assistance, snap_benefits, utility_deposit	1	3	18,993	Yancey	NCDHHS Local DSS Directory	yancey-county-department-of-social-services-energy	yancey-county-department-of-social-services-emergency
	130	You Thrive Florida			+13527961425	Low-Income Home Energy Assistance Program (LIHEAP)	electric_bill, gas_bill, reconnect_fee, utility_deposit	3	59	1,031,957	Hernando; Pasco; Sumter	FloridaCommerce LIHEAP provider list	you-thrive-florida-liheap	
