zip,primary_state,population
76666,TX,305
76667,TX,10801
76670,TX,1512
76671,TX,1988
76673,TX,1176
76676,TX,315
76678,TX,111
76679,TX,1442
76680,TX,284
76681,TX,520
76682,TX,2798
76684,TX,
76685,TX,91
76686,TX,242
76687,TX,1500
76689,TX,3991
76690,TX,1473
76691,TX,6588
76692,TX,10562
76693,TX,1866
76701,TX,1674
76702,TX,
76703,TX,
76704,TX,7220
76705,TX,31736
76706,TX,39303
76707,TX,16227
76708,TX,28499
76710,TX,24874
76711,TX,9806
76712,TX,27800
76714,TX,
76716,TX,
76797,TX,
76798,TX,2473
76799,TX,
76801,TX,25401
76802,TX,5503
76803,TX,
76804,TX,
76820,TX,104
76821,TX,4618
76823,TX,2784
76824,TX,6
76825,TX,6592
76827,TX,390
76828,TX,175
76831,TX,31
76832,TX,551
76834,TX,4991
76836,TX,54
76837,TX,2313
76841,TX,73
76842,TX,218
76844,TX,3334
76845,TX,183
76848,TX,68
76849,TX,3482
76852,TX,215
76853,TX,1543
76854,TX,377
76855,TX,
76856,TX,3574
76857,TX,1829
76858,TX,213
76859,TX,1905
76861,TX,2116
76862,TX,230
76864,TX,707
76865,TX,123
76866,TX,627
76869,TX,52
76870,TX,59
76871,TX,648
76872,TX,602
76873,TX,65
76874,TX,55
76875,TX,604
76877,TX,4374
76878,TX,1492
76880,TX,16
76882,TX,309
76883,TX,
76884,TX,117
76885,TX,133
76886,TX,
76887,TX,118
76888,TX,117
76890,TX,878
76901,TX,31084
76902,TX,5
76903,TX,32215
76904,TX,36736
76905,TX,13635
76906,TX,
76908,TX,1515
76909,TX,195
76930,TX,115
76932,TX,3379
76933,TX,1319
76934,TX,1336
76935,TX,1714
76936,TX,2357
76937,TX,122
76939,TX,28
76940,TX,128
76941,TX,1273
76943,TX,3027
76945,TX,1745
76949,TX,
76950,TX,3379
76951,TX,1372
76953,TX,51
76955,TX,137
76957,TX,68
76958,TX,301
77001,TX,
77002,TX,19844
77003,TX,11874
77004,TX,37005
77005,TX,28241
77006,TX,24129
77007,TX,42908
77008,TX,36631
77009,TX,36425
77010,TX,883
77011,TX,16841
77012,TX,18397
77013,TX,16815
77014,TX,35161
77015,TX,57106
77016,TX,29966
77017,TX,31659
77018,TX,27870
77019,TX,24136
77020,TX,24846
77021,TX,28055
77022,TX,28748
77023,TX,26780
77024,TX,39565
77025,TX,28510
77026,TX,23405
77027,TX,18987
77028,TX,18701
77029,TX,17044
77030,TX,13221
77031,TX,15678
77032,TX,13497
77033,TX,28369
77034,TX,38186
77035,TX,37417
77036,TX,75870
77037,TX,19569
77038,TX,30483
77039,TX,28740
77040,TX,49524
77041,TX,35958
77042,TX,41177
77043,TX,26281
77044,TX,55665
77045,TX,32411
77046,TX,1742
77047,TX,32088
77048,TX,20536
77049,TX,38788
77050,TX,5004
77051,TX,18323
77052,TX,
77053,TX,30350
77054,TX,24419
77055,TX,42766
77056,TX,24115
77057,TX,43669
77058,TX,19442
77059,TX,18568
77060,TX,42707
77061,TX,23398
77062,TX,25095
77063,TX,38298
77064,TX,48243
77065,TX,37144
77066,TX,34443
77067,TX,31729
77068,TX,11764
77069,TX,19299
77070,TX,52943
77071,TX,26949
77072,TX,56271
77073,TX,46071
77074,TX,40199
77075,TX,38873
77076,TX,32349
77077,TX,61302
77078,TX,14855
77079,TX,36404
77080,TX,45428
77081,TX,48293
77082,TX,57493
77083,TX,73763
77084,TX,109808
77085,TX,17785
77086,TX,29366
77087,TX,34654
77088,TX,54320
77089,TX,56994
77090,TX,42285
77091,TX,28020
77092,TX,34903
77093,TX,47736
77094,TX,11150
77095,TX,71206
77096,TX,34510
77098,TX,15717
77099,TX,49849
77204,TX,4280
77205,TX,
77206,TX,
77207,TX,
77208,TX,
77210,TX,
77215,TX,
77217,TX,
77218,TX,
77219,TX,
77220,TX,
77221,TX,
77222,TX,
77223,TX,
77224,TX,
77225,TX,
77226,TX,
77227,TX,
77228,TX,
77230,TX,
77231,TX,
77233,TX,
77234,TX,
77235,TX,
77236,TX,
77237,TX,
77238,TX,
77240,TX,
77241,TX,
77242,TX,
77243,TX,
77244,TX,
77245,TX,
77248,TX,
77249,TX,
77251,TX,
77252,TX,
77253,TX,
77254,TX,
77255,TX,
77256,TX,
77257,TX,
77258,TX,
77259,TX,
77261,TX,
77262,TX,
77263,TX,
77265,TX,
77266,TX,
77267,TX,
77268,TX,
77269,TX,
77270,TX,
77271,TX,
77272,TX,
77273,TX,
77274,TX,
77275,TX,
77277,TX,
77279,TX,
77280,TX,
77282,TX,
77284,TX,
77287,TX,
77288,TX,
77289,TX,
77290,TX,
77291,TX,
77292,TX,
77293,TX,
77301,TX,35923
77302,TX,19384
77303,TX,20974
77304,TX,35969
77305,TX,
77306,TX,15127
77315,TX,
77316,TX,30598
77318,TX,17518
77320,TX,37325
77325,TX,
77326,TX,137
77327,TX,32269
77328,TX,17071
77331,TX,6953
77332,TX,
77333,TX,
77334,TX,139
77335,TX,1937
77336,TX,14881
77338,TX,45031
77339,TX,43076
77340,TX,35020
77341,TX,0
77342,TX,23
77345,TX,27258
77346,TX,71119
77347,TX,
77349,TX,
77350,TX,264
77351,TX,37353
77353,TX,
77354,TX,40625
77355,TX,29300
77356,TX,32136
77357,TX,30339
77358,TX,4817
77359,TX,679
77360,TX,5603
77362,TX,7007
77363,TX,3820
77364,TX,2312
77365,TX,42086
77367,TX,287
77368,TX,30
77369,TX,736
77371,TX,7870
77372,TX,13306
77373,TX,63413
77374,TX,407
77375,TX,65365
77376,TX,468
77377,TX,39711
77378,TX,17417
77379,TX,84704
77380,TX,27651
77381,TX,35191
77382,TX,37755
77383,TX,
77384,TX,23952
77385,TX,27801
77386,TX,66058
77387,TX,
77388,TX,51483
77389,TX,41534
77391,TX,
77393,TX,
77396,TX,61058
77399,TX,
77401,TX,17219
77402,TX,
77404,TX,
77406,TX,58703
77407,TX,74657
77410,TX,
77411,TX,
77412,TX,57
77413,TX,
77414,TX,23416
77415,TX,82
77417,TX,2154
77418,TX,10037
77419,TX,1332
77420,TX,2296
77422,TX,13731
77423,TX,16152
77426,TX,2053
77428,TX,84
77429,TX,94176
77430,TX,2224
77431,TX,84
77432,TX,138
77433,TX,106663
77434,TX,4411
77435,TX,4795
77436,TX,131
77437,TX,17832
77440,TX,60
77441,TX,23111
77442,TX,1151
77443,TX,151
77444,TX,1057
77445,TX,14160
77446,TX,6236
77447,TX,20805
77448,TX,459
77449,TX,128180
77450,TX,72977
77451,TX,495
77452,TX,
77453,TX,243
77454,TX,192
77455,TX,1751
77456,TX,1191
77457,TX,426
77458,TX,397
77459,TX,79731
77460,TX,52
77461,TX,11890
77463,TX,
77464,TX,501
77465,TX,7137
77466,TX,627
77467,TX,25
77468,TX,20
77469,TX,57925
77470,TX,276
77471,TX,42284
77473,TX,39
77474,TX,14164
77475,TX,718
77476,TX,601
77477,TX,35520
77478,TX,24536
77479,TX,93180
77480,TX,7911
77481,TX,132
77482,TX,2241
77483,TX,226
77484,TX,13449
77485,TX,3657
77486,TX,7488
77487,TX,
77488,TX,13861
77489,TX,37257
77491,TX,
77492,TX,
77493,TX,51774
77494,TX,130872
77496,TX,
77497,TX,
77498,TX,51472
77501,TX,
77502,TX,37495
77503,TX,24956
77504,TX,25728
77505,TX,23584
77506,TX,34431
77507,TX,770
77508,TX,
77510,TX,14357
77511,TX,51093
77512,TX,
77514,TX,4926
77515,TX,32710
77516,TX,
77517,TX,6058
77518,TX,9689
77519,TX,882
77520,TX,38587
77521,TX,65058
77522,TX,
77523,TX,27638
77530,TX,35319
77531,TX,15666
77532,TX,34679
77533,TX,980
77534,TX,2998
77535,TX,36494
77536,TX,33693
77538,TX,809
77539,TX,48183
77541,TX,16441
77542,TX,
77545,TX,26563
77546,TX,54670
77547,TX,9627
77549,TX,
77550,TX,24247
77551,TX,22677
77552,TX,
77553,TX,
77554,TX,8961
77555,TX,9
77560,TX,960
77561,TX,92
77562,TX,11861
77563,TX,9778
77564,TX,2047
77565,TX,6966
77566,TX,30538
77568,TX,20254
77571,TX,37018
77572,TX,
77573,TX,95256
77574,TX,
77575,TX,15768
77577,TX,1250
77578,TX,25228
77580,TX,99
77581,TX,49198
77582,TX,262
77583,TX,43113
77584,TX,93062
77585,TX,892
77586,TX,23503
77587,TX,16179
77588,TX,
77590,TX,30758
77591,TX,17347
77592,TX,
77597,TX,734
77598,TX,25620
77611,TX,9993
77612,TX,9311
77613,TX,1293
77614,TX,468
77615,TX,314
77616,TX,656
77617,TX,125
77619,TX,17349
77622,TX,1384
77623,TX,340
77624,TX,535
77625,TX,8599
77626,TX,
77627,TX,23296
77629,TX,868
77630,TX,29317
77631,TX,
77632,TX,22487
77639,TX,
77640,TX,16618
77641,TX,
77642,TX,39017
77643,TX,
77650,TX,2304
77651,TX,13705
77655,TX,291
77656,TX,17199
77657,TX,22161
77659,TX,4964
77660,TX,1206
77661,TX,429
77662,TX,25462
77663,TX,1291
77664,TX,2934
77665,TX,7080
77670,TX,
77701,TX,13232
77702,TX,2682
77703,TX,13357
77704,TX,
77705,TX,37950
77706,TX,29910
77707,TX,17509
77708,TX,12478
77713,TX,14408
77720,TX,
77725,TX,
77726,TX,
77801,TX,15097
77802,TX,25502
77803,TX,30533
77805,TX,
77806,TX,
77807,TX,13140
77808,TX,15217
77830,TX,2836
77831,TX,3517
77833,TX,29431
77834,TX,
77835,TX,2463
77836,TX,11721
77837,TX,1362
77838,TX,
77840,TX,55180
77841,TX,
77842,TX,
77843,TX,8701
77844,TX,
77845,TX,70108
77850,TX,
77852,TX,40
77853,TX,1116
77855,TX,159
77856,TX,5170
77857,TX,985
77859,TX,7131
77861,TX,2850
77862,TX,
77863,TX,64
77864,TX,7243
77865,TX,1571
77866,TX,36
77867,TX,109
77868,TX,16647
77870,TX,
77871,TX,3677
77872,TX,1992
77873,TX,1450
77875,TX,63
77876,TX,46
77878,TX,602
77879,TX,4994
77880,TX,1922
77881,TX,
77882,TX,45
77901,TX,40062
77902,TX,
77903,TX,
77904,TX,29646
77905,TX,15282
77950,TX,159
77951,TX,2246
77954,TX,11458
77957,TX,8730
77960,TX,78
77961,TX,161
77962,TX,3425
77963,TX,5184
77964,TX,8233
77967,TX,
77968,TX,3398
77969,TX,206
77970,TX,283
77971,TX,829
77973,TX,47
77974,TX,455
77975,TX,1753
77976,TX,68
77977,TX,667
77978,TX,621
77979,TX,16782
77982,TX,968
77983,TX,1732
77984,TX,4490
77986,TX,27
77987,TX,161
77988,TX,353
77989,TX,
77990,TX,661
77991,TX,428
77993,TX,166
77994,TX,309
77995,TX,9821
78001,TX,4
78002,TX,8876
78003,TX,9595
78004,TX,518
78005,TX,823
78006,TX,40979
78007,TX,95
78008,TX,224
78009,TX,8715
78010,TX,3357
78011,TX,1943
78012,TX,373
78013,TX,5868
78014,TX,5078
78015,TX,20764
78016,TX,10530
78017,TX,5912
78019,TX,1483
78021,TX,160
78022,TX,4343
78023,TX,30295
78024,TX,1083
78025,TX,5146
78026,TX,6181
78027,TX,478
78028,TX,40789
78029,TX,7
78039,TX,1795
78040,TX,36688
78041,TX,48491
78042,TX,
78043,TX,43473
78044,TX,200
78045,TX,65354
78046,TX,71956
78050,TX,583
78052,TX,7443
78054,TX,
78055,TX,1574
78056,TX,2116
78057,TX,1220
78058,TX,1304
78059,TX,5724
78060,TX,
78061,TX,10569
78062,TX,3
78063,TX,9302
78064,TX,15710
78065,TX,12048
78066,TX,650
78067,TX,613
78069,TX,5803
78070,TX,20618
78071,TX,4124
78072,TX,420
78073,TX,9550
78074,TX,101
78075,TX,103
78076,TX,13033
78101,TX,9104
78102,TX,27289
78104,TX,47
78107,TX,309
78108,TX,44079
78109,TX,52093
78111,TX,10
78112,TX,9591
78113,TX,2253
78114,TX,22178
78115,TX,
78116,TX,218
78117,TX,649
78118,TX,4899
78119,TX,7048
78121,TX,15206
78122,TX,354
78123,TX,2291
78124,TX,6860
78125,TX,57
78130,TX,88349
78131,TX,
78132,TX,37475
78133,TX,20787
78135,TX,
78140,TX,3607
78141,TX,726
78142,TX,119
78143,TX,77
78144,TX,36
78145,TX,83
78146,TX,624
78147,TX,1825
78148,TX,21569
78150,TX,9
78151,TX,1299
78152,TX,3022
78154,TX,41533
78155,TX,51772
78156,TX,
78159,TX,793
78160,TX,4528
78161,TX,699
78162,TX,301
78163,TX,13960
78164,TX,3464
78201,TX,42005
78202,TX,11422
78203,TX,5872
78204,TX,11298
78205,TX,2339
78206,TX,
78207,TX,51705
78208,TX,3874
78209,TX,42456
78210,TX,33010
78211,TX,29976
78212,TX,26738
78213,TX,40589
78214,TX,22664
78215,TX,3644
78216,TX,40172
78217,TX,33562
78218,TX,36137
78219,TX,16509
78220,TX,17749
78221,TX,39779
78222,TX,25028
78223,TX,55705
78224,TX,21759
78225,TX,12576
78226,TX,7140
78227,TX,46594
78228,TX,56369
78229,TX,33135
78230,TX,42145
78231,TX,8993
78232,TX,35397
78233,TX,49442
78234,TX,7464
78235,TX,2307
78236,TX,9869
78237,TX,36019
78238,TX,26014
78239,TX,31554
78240,TX,56112
78241,TX,
78242,TX,33294
78243,TX,235
78244,TX,35801
78245,TX,93031
78246,TX,
78247,TX,50876
78248,TX,13825
78249,TX,56996
78250,TX,54933
78251,TX,58836
78252,TX,17156
78253,TX,66589
78254,TX,72791
78255,TX,17775
78256,TX,13643
78257,TX,12173
78258,TX,51073
78259,TX,29842
78260,TX,37037
78261,TX,26971
78263,TX,4995
78264,TX,14705
78265,TX,
78266,TX,7534
78268,TX,
78269,TX,
78270,TX,
78278,TX,
78279,TX,
78280,TX,
78283,TX,
78284,TX,
78285,TX,
78288,TX,
78291,TX,
78292,TX,
78293,TX,
78294,TX,
78295,TX,
78296,TX,
78297,TX,
78298,TX,
78299,TX,
78330,TX,780
78332,TX,27152
78335,TX,
78336,TX,12009
78338,TX,50
78339,TX,625
78340,TX,341
78341,TX,1420
78342,TX,318
78343,TX,4405
78344,TX,278
78347,TX,19
78349,TX,325
78350,TX,
78351,TX,578
78352,TX,254
78353,TX,377
78355,TX,6982
78357,TX,2858
78358,TX,1137
78359,TX,1920
78360,TX,22
78361,TX,4842
78362,TX,10238
78363,TX,29391
78368,TX,8726
78369,TX,249
78370,TX,4746
78371,TX,281
78372,TX,5550
78373,TX,3134
78374,TX,20281
78375,TX,3109
78376,TX,307
78377,TX,3547
78379,TX,1624
78380,TX,23386
78381,TX,
78382,TX,19432
78383,TX,3757
78384,TX,5653
78385,TX,259
78387,TX,9936
78389,TX,1535
78390,TX,5447
78391,TX,261
78393,TX,2137
78401,TX,4701
78402,TX,625
78403,TX,
78404,TX,15339
78405,TX,14151
78406,TX,1185
78407,TX,1649
78408,TX,11023
78409,TX,2570
78410,TX,29545
78411,TX,26150
78412,TX,38783
78413,TX,37531
78414,TX,46972
78415,TX,38722
78416,TX,14103
78417,TX,4482
78418,TX,31787
78419,TX,441
78426,TX,
78427,TX,
78460,TX,
78463,TX,
78465,TX,
78466,TX,
78467,TX,
78468,TX,
78469,TX,
78480,TX,
78501,TX,60817
78502,TX,
78503,TX,23604
78504,TX,56830
78505,TX,
78516,TX,34506
78520,TX,64949
78521,TX,88708
78522,TX,
78523,TX,
78526,TX,55164
78535,TX,679
78536,TX,322
78537,TX,51962
78538,TX,12278
78539,TX,37686
78540,TX,11
78541,TX,48513
78542,TX,84678
78543,TX,7535
78545,TX,762
78547,TX,413
78548,TX,1296
78549,TX,872
78550,TX,56038
78551,TX,
78552,TX,38474
78553,TX,
78557,TX,13986
78558,TX,388
78559,TX,12533
78560,TX,4815
78561,TX,768
78562,TX,3081
78563,TX,201
78564,TX,103
78565,TX,319
78566,TX,23704
78567,TX,544
78568,TX,
78569,TX,3821
78570,TX,32950
78572,TX,78280
78573,TX,42229
78574,TX,63627
78575,TX,5270
78576,TX,13901
78577,TX,79937
78578,TX,10076
78579,TX,2637
78580,TX,13208
78582,TX,43253
78583,TX,5869
78584,TX,19373
78585,TX,4
78586,TX,50135
78588,TX,168
78589,TX,38987
78590,TX,468
78591,TX,341
78592,TX,765
78593,TX,5541
78594,TX,1796
78595,TX,6304
78596,TX,37329
78597,TX,2479
78598,TX,319
78599,TX,32500
78602,TX,33759
78604,TX,
78605,TX,6246
78606,TX,5875
78607,TX,180
78608,TX,519
78609,TX,1827
78610,TX,45134
78611,TX,14839
78612,TX,16265
78613,TX,89279
78614,TX,459
78615,TX,1694
78616,TX,11605
78617,TX,28832
78618,TX,256
78619,TX,5819
78620,TX,20493
78621,TX,27275
78622,TX,340
78623,TX,1670
78624,TX,23080
78626,TX,39935
78627,TX,
78628,TX,40378
78629,TX,12046
78630,TX,
78631,TX,2698
78632,TX,990
78633,TX,27736
78634,TX,37951
78635,TX,110
78636,TX,3894
78638,TX,2381
78639,TX,8365
78640,TX,64539
78641,TX,83426
78642,TX,20385
78643,TX,6453
78644,TX,20813
78645,TX,14051
78646,TX,
78648,TX,8167
78650,TX,1918
78651,TX,
78652,TX,5831
78653,TX,31167
78654,TX,19698
78655,TX,2910
78656,TX,2596
78657,TX,6531
78659,TX,3911
78660,TX,110955
78661,TX,304
78662,TX,2890
78663,TX,815
78664,TX,60287
78665,TX,61577
78666,TX,86584
78667,TX,
78669,TX,12415
78670,TX,106
78671,TX,624
78672,TX,984
78673,TX,
78674,TX,287
78675,TX,178
78676,TX,14713
78677,TX,55
78680,TX,
78681,TX,57503
78682,TX,
78683,TX,
78691,TX,
78701,TX,11625
78702,TX,25910
78703,TX,22194
78704,TX,49197
78705,TX,36535
78708,TX,
78709,TX,
78710,TX,
78711,TX,
78712,TX,351
78714,TX,
78715,TX,
78716,TX,
78717,TX,36987
78718,TX,
78719,TX,2004
78720,TX,
78721,TX,11316
78722,TX,6618
78723,TX,34522
78724,TX,29680
78725,TX,10301
78726,TX,15618
78727,TX,29928
78728,TX,25555
78729,TX,31829
78730,TX,9403
78731,TX,27240
78732,TX,19128
78733,TX,9347
78734,TX,22963
78735,TX,20983
78736,TX,10165
78737,TX,20996
78738,TX,29529
78739,TX,21854
78741,TX,49344
78742,TX,964
78744,TX,51048
78745,TX,59843
78746,TX,29106
78747,TX,21891
78748,TX,55226
78749,TX,35239
78750,TX,28348
78751,TX,17071
78752,TX,19289
78753,TX,58761
78754,TX,27020
78755,TX,
78756,TX,8426
78757,TX,23847
78758,TX,49831
78759,TX,42333
78760,TX,
78761,TX,
78762,TX,
78763,TX,
78764,TX,
78765,TX,
78766,TX,
78767,TX,
78768,TX,
78772,TX,
78774,TX,
78778,TX,
78779,TX,
78783,TX,
78799,TX,
78801,TX,21051
78802,TX,0
78827,TX,863
78828,TX,158
78829,TX,858
78830,TX,509
78832,TX,3127
78833,TX,817
78834,TX,7061
78836,TX,85
78837,TX,216
78838,TX,264
78839,TX,7364
78840,TX,47147
78841,TX,1
78842,TX,0
78843,TX,168
78847,TX,
78850,TX,1075
78851,TX,33
78852,TX,56712
78853,TX,
78860,TX,237
78861,TX,13298
78870,TX,868
78871,TX,23
78872,TX,1491
78873,TX,1559
78877,TX,936
78879,TX,307
78880,TX,1254
78881,TX,1853
78883,TX,257
78884,TX,949
78885,TX,129
78886,TX,463
78931,TX,231
78932,TX,897
78933,TX,1531
78934,TX,6770
78935,TX,922
78938,TX,289
78940,TX,1974
78941,TX,3006
78942,TX,8973
78943,TX,439
78944,TX,532
78945,TX,10483
78946,TX,1093
78947,TX,4828
78948,TX,912
78949,TX,529
78950,TX,2151
78951,TX,78
78952,TX,
78953,TX,1350
78954,TX,1144
78956,TX,5161
78957,TX,10214
78959,TX,1723
78960,TX,
78962,TX,4617
78963,TX,988
79001,TX,218
79002,TX,26
79003,TX,166
79005,TX,1693
79007,TX,13819
79008,TX,0
79009,TX,1931
79010,TX,506
79011,TX,253
79012,TX,22
79013,TX,2995
79014,TX,3281
79015,TX,21710
79016,TX,668
79018,TX,508
79019,TX,1713
79021,TX,80
79022,TX,10835
79024,TX,388
79025,TX,73
79027,TX,4899
79029,TX,16230
79031,TX,1188
79032,TX,125
79033,TX,97
79034,TX,521
79035,TX,5266
79036,TX,4643
79039,TX,772
79040,TX,1685
79041,TX,2880
79042,TX,1190
79043,TX,1278
79044,TX,517
79045,TX,18621
79046,TX,451
79051,TX,22
79052,TX,1102
79053,TX,92
79054,TX,505
79056,TX,93
79057,TX,966
79058,TX,51
79059,TX,764
79061,TX,275
79062,TX,227
79063,TX,667
79064,TX,2456
79065,TX,19750
79066,TX,5
79068,TX,3054
79070,TX,9671
79072,TX,25590
79073,TX,4
79078,TX,333
79079,TX,2461
79080,TX,528
79081,TX,3742
79082,TX,342
79083,TX,2321
79084,TX,2236
79085,TX,34
79086,TX,2122
79087,TX,720
79088,TX,5331
79091,TX,117
79092,TX,1121
79093,TX,70
79094,TX,25
79095,TX,2293
79096,TX,2033
79097,TX,1093
79098,TX,526
79101,TX,2307
79102,TX,9252
79103,TX,10532
79104,TX,7166
79105,TX,
79106,TX,27692
79107,TX,37480
79108,TX,12117
79109,TX,42509
79110,TX,18285
79111,TX,1612
79114,TX,
79116,TX,
79117,TX,
79118,TX,27608
79119,TX,21147
79120,TX,
79121,TX,6601
79124,TX,11585
79159,TX,
79201,TX,6702
79220,TX,115
79221,TX,
79223,TX,17
79225,TX,774
79226,TX,2858
79227,TX,1143
79229,TX,361
79230,TX,149
79231,TX,40
79233,TX,146
79234,TX,96
79235,TX,3296
79236,TX,202
79237,TX,405
79239,TX,103
79240,TX,62
79241,TX,2014
79243,TX,81
79244,TX,649
79245,TX,2192
79247,TX,54
79248,TX,1367
79250,TX,1281
79251,TX,59
79252,TX,2847
79255,TX,477
79256,TX,287
79257,TX,948
79258,TX,20
79259,TX,48
79261,TX,384
79311,TX,3479
79312,TX,934
79313,TX,1394
79314,TX,61
79316,TX,10619
79322,TX,1720
79323,TX,6541
79324,TX,50
79325,TX,2283
79326,TX,22
79329,TX,3214
79330,TX,169
79331,TX,11825
79336,TX,15953
79339,TX,6744
79342,TX,322
79343,TX,1325
79344,TX,2
79345,TX,857
79346,TX,2095
79347,TX,7169
79350,TX,341
79351,TX,1061
79353,TX,38
79355,TX,1867
79356,TX,5695
79357,TX,1972
79358,TX,1335
79359,TX,2800
79360,TX,17803
79363,TX,6259
79364,TX,7985
79366,TX,1189
79367,TX,594
79369,TX,83
79370,TX,1417
79371,TX,1331
79372,TX,1247
79373,TX,3068
79376,TX,64
79377,TX,276
79378,TX,241
79379,TX,448
79380,TX,119
79381,TX,1297
79382,TX,8449
79383,TX,75
79401,TX,8775
79402,TX,0
79403,TX,15604
79404,TX,9956
79406,TX,6848
79407,TX,23208
79408,TX,
79409,TX,
79410,TX,8615
79411,TX,7297
79412,TX,14834
79413,TX,20962
79414,TX,17537
79415,TX,17499
79416,TX,36251
79423,TX,42311
79424,TX,53479
79430,TX,
79452,TX,
79453,TX,
79464,TX,
79490,TX,
79491,TX,
79493,TX,
79499,TX,
79501,TX,3594
79502,TX,1087
79503,TX,224
79504,TX,2980
79505,TX,223
79506,TX,653
79508,TX,1256
79510,TX,7985
79511,TX,1182
79512,TX,7974
79516,TX,
79517,TX,212
79518,TX,107
79519,TX,70
79520,TX,2169
79521,TX,3672
79525,TX,2902
79526,TX,1071
79527,TX,360
79528,TX,595
79529,TX,1272
79530,TX,587
79532,TX,796
79533,TX,417
79534,TX,208
79535,TX,165
79536,TX,5133
79537,TX,69
79538,TX,243
79539,TX,151
79540,TX,101
79541,TX,943
79543,TX,1005
79544,TX,434
79545,TX,1772
79546,TX,1798
79547,TX,666
79548,TX,165
79549,TX,15456
79553,TX,3202
79556,TX,12644
79560,TX,143
79561,TX,674
79562,TX,5264
79563,TX,1152
79565,TX,252
79566,TX,245
79567,TX,3113
79601,TX,26515
79602,TX,25389
79603,TX,23746
79604,TX,
79605,TX,30239
79606,TX,27818
79607,TX,2983
79608,TX,
79697,TX,
79698,TX,
79699,TX,169
79701,TX,29748
79702,TX,
79703,TX,21205
79704,TX,
79705,TX,44138
79706,TX,31805
79707,TX,37632
79708,TX,
79710,TX,
79711,TX,
79712,TX,
79713,TX,592
79714,TX,18588
79718,TX,668
79719,TX,300
79720,TX,31948
79730,TX,218
79731,TX,4496
79733,TX,225
79734,TX,1811
79735,TX,13088
79738,TX,295
79739,TX,885
79740,TX,
79741,TX,298
79742,TX,457
79743,TX,324
79744,TX,1164
79745,TX,6857
79748,TX,103
79749,TX,379
79752,TX,2226
79754,TX,57
79755,TX,160
79756,TX,10318
79758,TX,2898
79759,TX,81
79760,TX,
79761,TX,30187
79762,TX,40253
79763,TX,39767
79764,TX,26271
79765,TX,21163
79766,TX,9688
79768,TX,
79769,TX,13
79770,TX,38
79772,TX,13867
79776,TX,3
79777,TX,105
79778,TX,892
79780,TX,101
79781,TX,222
79782,TX,4641
79783,TX,142
79785,TX,68
79788,TX,438
79789,TX,927
79821,TX,6416
79830,TX,7621
79832,TX,471
79834,TX,150
79835,TX,12456
79836,TX,7217
79837,TX,389
79838,TX,7895
79839,TX,1113
79842,TX,445
79843,TX,2275
79845,TX,3717
79846,TX,49
79847,TX,151
79848,TX,696
79849,TX,14310
79851,TX,1339
79852,TX,712
79853,TX,3638
79854,TX,163
79855,TX,2071
79901,TX,10027
79902,TX,20071
79903,TX,16425
79904,TX,31491
79905,TX,22483
79906,TX,5336
79907,TX,50971
79908,TX,3583
79910,TX,
79911,TX,8023
79912,TX,78652
79913,TX,
79914,TX,
79915,TX,35234
79916,TX,3800
79917,TX,
79918,TX,362
79922,TX,8133
79923,TX,
79924,TX,58721
79925,TX,38422
79926,TX,
79927,TX,40290
79928,TX,78971
79929,TX,
79930,TX,24553
79931,TX,
79932,TX,29996
79934,TX,29386
79935,TX,17534
79936,TX,105150
79937,TX,
79938,TX,96353
79940,TX,
79941,TX,
79942,TX,
79943,TX,
79944,TX,
79945,TX,
79946,TX,
79947,TX,
79948,TX,
79949,TX,
79950,TX,
79951,TX,
79952,TX,
79953,TX,
79954,TX,
79955,TX,
79968,TX,
79995,TX,
79996,TX,
79997,TX,
