zip,primary_state,population
33073,FL,32853
33074,FL,
33075,FL,
33076,FL,41826
33077,FL,
33081,FL,
33082,FL,
33083,FL,
33084,FL,
33090,FL,
33092,FL,
33093,FL,
33097,FL,
33101,FL,7
33106,FL,
33109,FL,684
33112,FL,
33114,FL,
33116,FL,
33119,FL,
33122,FL,2126
33124,FL,
33125,FL,53507
33126,FL,48751
33127,FL,27692
33128,FL,8213
33129,FL,15218
33130,FL,35609
33131,FL,26213
33132,FL,18159
33133,FL,34141
33134,FL,38739
33135,FL,36232
33136,FL,15439
33137,FL,25763
33138,FL,27601
33139,FL,36286
33140,FL,19315
33141,FL,35995
33142,FL,55425
33143,FL,34853
33144,FL,25814
33145,FL,29737
33146,FL,16468
33147,FL,48823
33149,FL,14847
33150,FL,28703
33152,FL,
33153,FL,
33154,FL,14792
33155,FL,43695
33156,FL,34036
33157,FL,68069
33158,FL,6674
33160,FL,44085
33161,FL,53015
33162,FL,45277
33163,FL,
33164,FL,
33165,FL,54070
33166,FL,26106
33167,FL,19142
33168,FL,24715
33169,FL,42308
33170,FL,14908
33172,FL,43911
33173,FL,33648
33174,FL,32962
33175,FL,52950
33176,FL,52370
33177,FL,56331
33178,FL,65487
33179,FL,48088
33180,FL,35062
33181,FL,20955
33182,FL,13310
33183,FL,35891
33184,FL,20913
33185,FL,28819
33186,FL,69866
33187,FL,19233
33189,FL,25598
33190,FL,15092
33191,FL,
33192,FL,
33193,FL,47619
33194,FL,8817
33195,FL,
33196,FL,52786
33197,FL,
33198,FL,
33199,FL,
33206,FL,
33222,FL,
33231,FL,
33233,FL,
33234,FL,
33238,FL,
33239,FL,
33242,FL,
33243,FL,
33245,FL,
33247,FL,
33255,FL,
33256,FL,
33257,FL,
33261,FL,
33265,FL,
33266,FL,
33269,FL,
33280,FL,
33283,FL,
33296,FL,
33301,FL,19109
33302,FL,
33303,FL,
33304,FL,19978
33305,FL,12044
33306,FL,3526
33307,FL,
33308,FL,29519
33309,FL,37642
33310,FL,
33311,FL,69413
33312,FL,51570
33313,FL,63284
33314,FL,30248
33315,FL,13555
33316,FL,12669
33317,FL,37590
33318,FL,
33319,FL,51891
33320,FL,
33321,FL,51011
33322,FL,41050
33323,FL,23149
33324,FL,46766
33325,FL,31556
33326,FL,33978
33327,FL,22174
33328,FL,28997
33329,FL,
33330,FL,14738
33331,FL,23016
33332,FL,10915
33334,FL,30138
33335,FL,
33338,FL,
33339,FL,
33345,FL,
33346,FL,
33348,FL,
33351,FL,36913
33355,FL,
33359,FL,
33388,FL,0
33394,FL,
33401,FL,31302
33402,FL,
33403,FL,13779
33404,FL,31869
33405,FL,19369
33406,FL,27663
33407,FL,34558
33408,FL,18965
33409,FL,33061
33410,FL,35946
33411,FL,74206
33412,FL,15872
33413,FL,17503
33414,FL,59802
33415,FL,51251
33416,FL,
33417,FL,34153
33418,FL,43383
33419,FL,
33420,FL,
33421,FL,
33422,FL,
33424,FL,
33425,FL,
33426,FL,25155
33427,FL,
33428,FL,42828
33429,FL,
33430,FL,20327
33431,FL,22047
33432,FL,22061
33433,FL,46302
33434,FL,21003
33435,FL,37318
33436,FL,45230
33437,FL,36889
33438,FL,527
33440,FL,19402
33441,FL,29311
33442,FL,32340
33443,FL,
33444,FL,22671
33445,FL,32265
33446,FL,30051
33448,FL,
33449,FL,9920
33454,FL,
33455,FL,20799
33458,FL,55083
33459,FL,
33460,FL,36409
33461,FL,47161
33462,FL,33982
33463,FL,64608
33464,FL,
33465,FL,
33466,FL,
33467,FL,55813
33468,FL,
33469,FL,15101
33470,FL,30308
33471,FL,6410
33472,FL,18893
33473,FL,11057
33474,FL,
33475,FL,
33476,FL,7608
33477,FL,12683
33478,FL,14740
33480,FL,10716
33481,FL,
33482,FL,
33483,FL,13103
33484,FL,26340
33486,FL,22947
33487,FL,20644
33488,FL,
33493,FL,5129
33496,FL,23805
33497,FL,
33498,FL,15002
33499,FL,
33503,FL,131
33508,FL,
33509,FL,
33510,FL,30049
33511,FL,56627
33513,FL,12204
33514,FL,1783
33521,FL,578
33523,FL,18540
33524,FL,
33525,FL,18620
33526,FL,
33527,FL,16259
33530,FL,56
33534,FL,17952
33537,FL,
33538,FL,5096
33539,FL,
33540,FL,9603
33541,FL,22692
33542,FL,22649
33543,FL,34953
33544,FL,27309
33545,FL,21209
33547,FL,30935
33548,FL,7708
33549,FL,17816
33550,FL,14
33556,FL,30547
33558,FL,27324
33559,FL,16675
33563,FL,27344
33564,FL,
33565,FL,17584
33566,FL,22759
33567,FL,12345
33568,FL,
33569,FL,28065
33570,FL,33348
33571,FL,
33572,FL,22395
33573,FL,30913
33574,FL,2261
33575,FL,
33576,FL,4879
33578,FL,58854
33579,FL,44617
33583,FL,
33584,FL,27503
33585,FL,1218
33586,FL,
33587,FL,
33592,FL,11885
33593,FL,
33594,FL,35299
33595,FL,
33596,FL,28140
33597,FL,8028
33598,FL,24572
33601,FL,
33602,FL,19936
33603,FL,19070
33604,FL,39071
33605,FL,18243
33606,FL,22271
33607,FL,24767
33609,FL,17902
33610,FL,45218
33611,FL,34101
33612,FL,49452
33613,FL,38801
33614,FL,47695
33615,FL,47434
33616,FL,14802
33617,FL,48267
33618,FL,26474
33619,FL,39881
33620,FL,5535
33621,FL,1878
33622,FL,
33623,FL,
33624,FL,38929
33625,FL,28704
33626,FL,31875
33629,FL,26394
33630,FL,
33634,FL,21465
33635,FL,18780
33637,FL,18070
33646,FL,
33647,FL,69457
33672,FL,
33673,FL,
33674,FL,
33675,FL,
33677,FL,
33679,FL,
33680,FL,
33681,FL,
33682,FL,
33684,FL,
33685,FL,
33687,FL,
33688,FL,
33689,FL,
33694,FL,
33701,FL,19137
33702,FL,29996
33703,FL,23948
33704,FL,16031
33705,FL,27915
33706,FL,15309
33707,FL,24646
33708,FL,16034
33709,FL,27026
33710,FL,33172
33711,FL,20121
33712,FL,26395
33713,FL,31321
33714,FL,19905
33715,FL,7876
33716,FL,18023
33729,FL,
33730,FL,
33731,FL,
33732,FL,
33733,FL,
33734,FL,
33736,FL,
33738,FL,
33741,FL,
33742,FL,
33743,FL,
33744,FL,55
33747,FL,
33755,FL,28360
33756,FL,31807
33757,FL,
33758,FL,
33759,FL,18316
33760,FL,19565
33761,FL,18761
33762,FL,5572
33763,FL,18981
33764,FL,27547
33765,FL,13844
33766,FL,
33767,FL,8462
33770,FL,25475
33771,FL,29766
33772,FL,24121
33773,FL,17494
33774,FL,18145
33775,FL,
33776,FL,12922
33777,FL,17793
33778,FL,15068
33779,FL,
33780,FL,
33781,FL,27349
33782,FL,22198
33784,FL,
33785,FL,4863
33786,FL,1706
33801,FL,36798
33802,FL,
33803,FL,29082
33804,FL,
33805,FL,26954
33806,FL,
33807,FL,
33809,FL,30629
33810,FL,52037
33811,FL,24249
33812,FL,14907
33813,FL,36448
33815,FL,15681
33820,FL,
33823,FL,33733
33825,FL,24943
33826,FL,
33827,FL,3093
33830,FL,29926
33831,FL,
33834,FL,6584
33835,FL,69
33836,FL,
33837,FL,36302
33838,FL,5243
33839,FL,3827
33840,FL,242
33841,FL,7439
33843,FL,11864
33844,FL,43329
33845,FL,
33846,FL,
33847,FL,299
33848,FL,1085
33849,FL,711
33850,FL,9119
33851,FL,991
33852,FL,21635
33853,FL,12404
33854,FL,520
33855,FL,92
33856,FL,488
33857,FL,1378
33858,FL,95
33859,FL,10866
33860,FL,24932
33862,FL,
33863,FL,
33865,FL,801
33867,FL,126
33868,FL,12906
33870,FL,24238
33871,FL,
33872,FL,13167
33873,FL,13455
33875,FL,11004
33876,FL,5239
33877,FL,590
33880,FL,42005
33881,FL,38369
33882,FL,
33883,FL,
33884,FL,34772
33885,FL,
33890,FL,4718
33896,FL,19444
33897,FL,25352
33898,FL,17971
33901,FL,22629
33902,FL,
33903,FL,23294
33904,FL,32029
33905,FL,37692
33906,FL,
33907,FL,24980
33908,FL,43110
33909,FL,33063
33910,FL,
33912,FL,19146
33913,FL,28216
33914,FL,42222
33915,FL,
33916,FL,25940
33917,FL,30702
33918,FL,
33919,FL,30587
33920,FL,6797
33921,FL,1283
33922,FL,4326
33924,FL,403
33928,FL,28955
33929,FL,
33930,FL,799
33931,FL,9389
33932,FL,
33935,FL,22718
33936,FL,24051
33938,FL,
33944,FL,208
33945,FL,
33946,FL,2485
33947,FL,10462
33948,FL,17190
33949,FL,
33950,FL,24984
33951,FL,
33952,FL,32084
33953,FL,6882
33954,FL,11040
33955,FL,10071
33956,FL,3861
33957,FL,6382
33960,FL,839
33965,FL,3659
33966,FL,11245
33967,FL,28174
33970,FL,
33971,FL,26333
33972,FL,14727
33973,FL,12728
33974,FL,17233
33975,FL,
33976,FL,17017
33980,FL,11762
33981,FL,13574
33982,FL,12404
33983,FL,16124
33990,FL,32717
33991,FL,26381
33993,FL,29848
33994,FL,
34101,FL,13
34102,FL,10496
34103,FL,11822
34104,FL,25485
34105,FL,16491
34106,FL,
34107,FL,
34108,FL,16142
34109,FL,26102
34110,FL,24093
34112,FL,26625
34113,FL,23740
34114,FL,21343
34116,FL,31538
34117,FL,16408
34119,FL,34933
34120,FL,41026
34133,FL,
34134,FL,15906
34135,FL,45518
34136,FL,
34138,FL,346
34139,FL,471
34140,FL,355
34141,FL,131
34142,FL,31327
34145,FL,15717
34146,FL,
34201,FL,4156
34202,FL,26797
34203,FL,39853
34204,FL,
34205,FL,33789
34206,FL,
34207,FL,35281
34208,FL,38522
34209,FL,32940
34210,FL,16447
34211,FL,16845
34212,FL,24266
34215,FL,793
34216,FL,1061
34217,FL,3825
34219,FL,27212
34220,FL,
34221,FL,48082
34222,FL,14097
34223,FL,19118
34224,FL,16379
34228,FL,7505
34229,FL,7780
34230,FL,
34231,FL,31492
34232,FL,34671
34233,FL,18723
34234,FL,20858
34235,FL,14536
34236,FL,14083
34237,FL,16740
34238,FL,22050
34239,FL,15049
34240,FL,14428
34241,FL,14589
34242,FL,7417
34243,FL,30107
34249,FL,
34250,FL,481
34251,FL,7061
34260,FL,
34264,FL,
34266,FL,28827
34267,FL,44
34268,FL,223
34269,FL,4917
34270,FL,
34272,FL,
34274,FL,
34275,FL,20570
34276,FL,
34277,FL,
34280,FL,
34282,FL,
34284,FL,
34285,FL,18971
34286,FL,22000
34287,FL,26277
34288,FL,14010
34289,FL,3359
34290,FL,
34291,FL,8332
34292,FL,17141
34293,FL,44935
34295,FL,
34420,FL,17969
34421,FL,
34423,FL,
34428,FL,9583
34429,FL,8837
34430,FL,
34431,FL,8589
34432,FL,13159
34433,FL,7719
34434,FL,9582
34436,FL,7901
34441,FL,
34442,FL,16759
34445,FL,55
34446,FL,18431
34447,FL,
34448,FL,10889
34449,FL,3421
34450,FL,10788
34451,FL,
34452,FL,12405
34453,FL,10964
34460,FL,
34461,FL,11388
34464,FL,
34465,FL,17960
34470,FL,20483
34471,FL,27632
34472,FL,31701
34473,FL,21548
34474,FL,17781
34475,FL,14780
34476,FL,26522
34477,FL,
34478,FL,
34479,FL,14127
34480,FL,21709
34481,FL,23097
34482,FL,23565
34483,FL,
34484,FL,6050
34487,FL,8
34488,FL,11392
34489,FL,
34491,FL,31545
34492,FL,
34498,FL,588
34601,FL,23001
34602,FL,8735
34603,FL,
34604,FL,12800
34605,FL,
34606,FL,28548
34607,FL,8544
34608,FL,34363
34609,FL,43997
34610,FL,15400
34611,FL,
34613,FL,18869
34614,FL,9221
34636,FL,
34637,FL,9763
34638,FL,31746
34639,FL,28165
34652,FL,26697
34653,FL,33381
34654,FL,23508
34655,FL,45628
34656,FL,
34660,FL,
34661,FL,260
34667,FL,34910
34668,FL,48781
34669,FL,15089
34673,FL,
34674,FL,
34677,FL,22524
34679,FL,273
34680,FL,
34681,FL,1884
34682,FL,
34683,FL,33453
34684,FL,27078
34685,FL,17680
34688,FL,8090
34689,FL,27436
34690,FL,14115
34691,FL,23688
34692,FL,
34695,FL,17927
34697,FL,
34698,FL,38010
34705,FL,2670
34711,FL,67980
34712,FL,
34713,FL,
34714,FL,25737
34715,FL,22763
34729,FL,148
34731,FL,12111
34734,FL,4166
34736,FL,24679
34737,FL,3406
34739,FL,833
34740,FL,
34741,FL,56454
34742,FL,
34743,FL,38454
34744,FL,59232
34745,FL,
34746,FL,56344
34747,FL,26560
34748,FL,45481
34749,FL,
34753,FL,6657
34755,FL,
34756,FL,3985
34758,FL,43282
34759,FL,42067
34760,FL,986
34761,FL,48193
34762,FL,567
34769,FL,27594
34770,FL,
34771,FL,26503
34772,FL,33499
34773,FL,5186
34777,FL,
34778,FL,
34785,FL,18677
34786,FL,46553
34787,FL,88636
34788,FL,19409
34789,FL,
34797,FL,1388
34945,FL,5831
34946,FL,6793
34947,FL,13933
34948,FL,
34949,FL,8027
34950,FL,16582
34951,FL,15357
34952,FL,42630
34953,FL,77023
34954,FL,
34956,FL,10322
34957,FL,22955
34958,FL,
34972,FL,19514
34973,FL,
34974,FL,23699
34979,FL,
34981,FL,4494
34982,FL,27067
34983,FL,43654
34984,FL,16721
34985,FL,
34986,FL,30027
34987,FL,14430
34988,FL,
34990,FL,31160
34991,FL,
34992,FL,
34994,FL,17843
34995,FL,
34996,FL,11042
34997,FL,44000
73301,TX,
73960,TX,35
75001,TX,16528
75002,TX,69939
75006,TX,47811
75007,TX,53960
75009,TX,21276
75010,TX,33186
75011,TX,
75013,TX,48360
75014,TX,
75015,TX,
75016,TX,
75017,TX,
75019,TX,44897
75020,TX,23782
75021,TX,8288
75022,TX,26781
75023,TX,46777
75024,TX,45469
75025,TX,53161
75026,TX,
75027,TX,
75028,TX,46830
75029,TX,
75030,TX,
75032,TX,34590
75033,TX,45347
75034,TX,47734
75035,TX,82596
75036,TX,35148
75038,TX,32928
75039,TX,24569
75040,TX,64035
75041,TX,32219
75042,TX,39148
75043,TX,63973
75044,TX,46094
75045,TX,
75046,TX,
75047,TX,
75048,TX,27818
75049,TX,
75050,TX,43531
75051,TX,40243
75052,TX,96225
75053,TX,
75054,TX,15646
75056,TX,67570
75057,TX,16001
75058,TX,3799
75059,TX,
75060,TX,47955
75061,TX,55828
75062,TX,50466
75063,TX,46598
75065,TX,12770
75067,TX,68734
75068,TX,66248
75069,TX,39084
75070,TX,57712
75071,TX,64449
75072,TX,55538
75074,TX,53003
75075,TX,36600
75076,TX,8057
75077,TX,38073
75078,TX,38980
75080,TX,53633
75081,TX,37766
75082,TX,28063
75083,TX,
75085,TX,
75086,TX,
75087,TX,40460
75088,TX,26899
75089,TX,34608
75090,TX,25002
75091,TX,
75092,TX,27186
75093,TX,48081
75094,TX,23864
75097,TX,
75098,TX,67212
75099,TX,
75101,TX,633
75102,TX,1501
75103,TX,15162
75104,TX,49749
75105,TX,307
75106,TX,
75109,TX,4766
75110,TX,30336
75114,TX,6347
75115,TX,56164
75116,TX,20656
75117,TX,4170
75118,TX,
75119,TX,28973
75121,TX,
75123,TX,
75124,TX,5093
75125,TX,7545
75126,TX,64573
75127,TX,1644
75132,TX,135
75134,TX,20194
75135,TX,8065
75137,TX,20023
75138,TX,
75140,TX,7538
75141,TX,5173
75142,TX,21952
75143,TX,15349
75144,TX,3462
75146,TX,23837
75147,TX,7781
75148,TX,5796
75149,TX,60317
75150,TX,64654
75151,TX,
75152,TX,5820
75153,TX,536
75154,TX,45894
75155,TX,3485
75156,TX,15708
75157,TX,258
75158,TX,5214
75159,TX,22127
75160,TX,26632
75161,TX,7552
75163,TX,2317
75164,TX,335
75165,TX,49805
75166,TX,5457
75167,TX,12455
75168,TX,
75169,TX,17017
75172,TX,5519
75173,TX,7733
75180,TX,26860
75181,TX,27027
75182,TX,7806
75185,TX,
75187,TX,
75189,TX,37777
75201,TX,17740
75202,TX,2529
75203,TX,14710
75204,TX,34012
75205,TX,26299
75206,TX,40386
75207,TX,7116
75208,TX,29446
75209,TX,14740
75210,TX,8736
75211,TX,70695
75212,TX,27329
75214,TX,35664
75215,TX,18806
75216,TX,55759
75217,TX,85330
75218,TX,23136
75219,TX,27885
75220,TX,39627
75221,TX,
75222,TX,
75223,TX,13898
75224,TX,33766
75225,TX,22635
75226,TX,4535
75227,TX,59103
75228,TX,68219
75229,TX,33168
75230,TX,27810
75231,TX,40754
75232,TX,30061
75233,TX,15104
75234,TX,33216
75235,TX,19153
75236,TX,18385
75237,TX,19057
75238,TX,32801
75240,TX,25839
75241,TX,32944
75242,TX,
75243,TX,62273
75244,TX,12576
75246,TX,2458
75247,TX,830
75248,TX,38210
75249,TX,15291
75250,TX,
75251,TX,3840
75252,TX,27458
75253,TX,25867
75254,TX,24664
75260,TX,
75261,TX,1
75270,TX,0
75287,TX,53181
75313,TX,
75315,TX,
75336,TX,
75339,TX,
75342,TX,
75354,TX,
75355,TX,
75356,TX,
75357,TX,
75360,TX,
75367,TX,
75370,TX,
75371,TX,
75372,TX,
75374,TX,
75376,TX,
75378,TX,
75379,TX,
75380,TX,
75381,TX,
75382,TX,
75390,TX,0
75398,TX,
75401,TX,19550
75402,TX,18983
75403,TX,
75404,TX,
75407,TX,25738
75409,TX,21292
75410,TX,5073
75411,TX,1279
75412,TX,604
75413,TX,179
75414,TX,3507
75415,TX,212
75416,TX,2848
75417,TX,2361
75418,TX,14775
75420,TX,1206
75421,TX,988
75422,TX,2902
75423,TX,3089
75424,TX,4517
75425,TX,
75426,TX,4717
75428,TX,11192
75431,TX,2101
75432,TX,3361
75433,TX,2815
75434,TX,81
75435,TX,994
75436,TX,2130
75437,TX,1199
75438,TX,963
75439,TX,923
75440,TX,6894
75441,TX,113
75442,TX,11241
75443,TX,
75444,TX,
75446,TX,3355
75447,TX,1161
75448,TX,679
75449,TX,1116
75450,TX,293
75451,TX,1256
75452,TX,4802
75453,TX,3737
75454,TX,16252
75455,TX,27305
75456,TX,
75457,TX,5991
75458,TX,
75459,TX,5556
75460,TX,22925
75461,TX,
75462,TX,12016
75468,TX,928
75469,TX,394
75470,TX,229
75471,TX,1243
75472,TX,3849
75473,TX,3660
75474,TX,16010
75475,TX,150
75476,TX,1214
75477,TX,854
75478,TX,1006
75479,TX,1861
75480,TX,1582
75481,TX,389
75482,TX,25743
75483,TX,
75485,TX,
75486,TX,2698
75487,TX,1511
75488,TX,1144
75489,TX,1028
75490,TX,2809
75491,TX,5148
75492,TX,562
75493,TX,497
75494,TX,11827
75495,TX,9061
75496,TX,3438
75497,TX,3679
75501,TX,36423
75503,TX,25547
75504,TX,
75505,TX,
75550,TX,602
75551,TX,10372
75554,TX,1530
75555,TX,1719
75556,TX,1131
75558,TX,1518
75559,TX,5472
75560,TX,920
75561,TX,4875
75562,TX,116
75563,TX,3794
75564,TX,9
75565,TX,106
75566,TX,676
75567,TX,3770
75568,TX,2939
75569,TX,3338
75570,TX,11315
75571,TX,2607
75572,TX,3387
75573,TX,275
75574,TX,1695
75599,TX,
75601,TX,15813
75602,TX,22041
75603,TX,5784
75604,TX,30752
75605,TX,32909
75606,TX,
75607,TX,
75608,TX,
75615,TX,
75630,TX,2650
75631,TX,2461
75633,TX,13558
75636,TX,
75637,TX,
75638,TX,5434
75639,TX,2716
75640,TX,5438
75641,TX,139
75642,TX,194
75643,TX,2046
75644,TX,11720
75645,TX,10724
75647,TX,13485
75650,TX,10139
75651,TX,2075
75652,TX,15956
75654,TX,12045
75656,TX,4558
75657,TX,7923
75658,TX,210
75659,TX,59
75660,TX,
75661,TX,2381
75662,TX,25002
75663,TX,
75666,TX,
75667,TX,1227
75668,TX,1672
75669,TX,589
75670,TX,16935
75671,TX,0
75672,TX,17285
75680,TX,14
75681,TX,2674
75682,TX,563
75683,TX,3773
75684,TX,6744
75685,TX,
75686,TX,13293
75687,TX,7
75688,TX,
75689,TX,212
75691,TX,4025
75692,TX,5098
75693,TX,6512
75694,TX,0
75701,TX,34502
75702,TX,26777
75703,TX,44428
75704,TX,10075
75705,TX,2141
75706,TX,10313
75707,TX,16620
75708,TX,8294
75709,TX,6037
75710,TX,
75711,TX,135
75712,TX,
75713,TX,
75750,TX,3777
75751,TX,17100
75752,TX,7439
75754,TX,6632
75755,TX,5250
75756,TX,4458
75757,TX,13330
75758,TX,9890
75759,TX,122
75760,TX,2583
75762,TX,13923
75763,TX,5663
75764,TX,178
75765,TX,7728
75766,TX,25382
75770,TX,2893
75771,TX,21870
75772,TX,
75773,TX,13559
75778,TX,3467
75779,TX,80
75780,TX,481
75782,TX,85
75783,TX,7763
75784,TX,542
75785,TX,10687
75788,TX,99
75789,TX,8045
75790,TX,4359
75791,TX,14255
75792,TX,3595
75798,TX,
75799,TX,
75801,TX,16859
75802,TX,
75803,TX,22290
75831,TX,4865
75832,TX,
75833,TX,3259
75834,TX,
75835,TX,11342
75838,TX,525
75839,TX,5282
75840,TX,7029
75844,TX,5144
75845,TX,2784
75846,TX,2327
75847,TX,1547
75848,TX,88
75849,TX,95
75850,TX,596
75851,TX,4869
75852,TX,3621
75853,TX,970
75855,TX,2242
75856,TX,195
75858,TX,100
75859,TX,2212
75860,TX,6623
75861,TX,1410
75862,TX,9364
75865,TX,22
75880,TX,
75882,TX,
75884,TX,4156
75886,TX,2959
75901,TX,28373
75902,TX,
75903,TX,133
75904,TX,34680
75915,TX,
75925,TX,3635
75926,TX,1066
75928,TX,1181
75929,TX,1415
75930,TX,1954
75931,TX,2446
75932,TX,1331
75933,TX,1290
75934,TX,71
75935,TX,13060
75936,TX,848
75937,TX,1081
75938,TX,2432
75939,TX,3716
75941,TX,8622
75942,TX,125
75943,TX,1300
75944,TX,1138
75946,TX,3452
75948,TX,5582
75949,TX,8052
75951,TX,14370
75954,TX,3233
75956,TX,7435
75958,TX,
75959,TX,821
75960,TX,816
75961,TX,15656
75963,TX,
75964,TX,19986
75965,TX,17652
75966,TX,4209
75968,TX,1819
75969,TX,4301
75972,TX,5899
75973,TX,2290
75974,TX,2860
75975,TX,3373
75976,TX,1047
75977,TX,570
75978,TX,
75979,TX,10354
75980,TX,2453
75990,TX,
76001,TX,34102
76002,TX,35021
76003,TX,
76004,TX,
76005,TX,4412
76006,TX,25320
76007,TX,
76008,TX,21844
76009,TX,23376
76010,TX,55894
76011,TX,23158
76012,TX,27080
76013,TX,36535
76014,TX,35954
76015,TX,17185
76016,TX,31091
76017,TX,45745
76018,TX,27784
76019,TX,
76020,TX,33469
76021,TX,35265
76022,TX,14692
76023,TX,6825
76028,TX,74023
76031,TX,18398
76033,TX,27243
76034,TX,25988
76035,TX,2649
76036,TX,31589
76039,TX,39997
76040,TX,31899
76041,TX,395
76043,TX,7060
76044,TX,5715
76048,TX,25764
76049,TX,30784
76050,TX,7315
76051,TX,49969
76052,TX,26675
76053,TX,31935
76054,TX,12120
76055,TX,3076
76058,TX,20940
76059,TX,4928
76060,TX,8653
76061,TX,192
76063,TX,76914
76064,TX,1929
76065,TX,42827
76066,TX,3816
76067,TX,20473
76070,TX,601
76071,TX,4220
76073,TX,6579
76077,TX,555
76078,TX,9979
76082,TX,21514
76084,TX,11979
76085,TX,12249
76086,TX,21429
76087,TX,33346
76088,TX,13794
76092,TX,31924
76093,TX,2271
76094,TX,
76095,TX,
76096,TX,
76097,TX,
76098,TX,
76099,TX,
76101,TX,
76102,TX,13236
76103,TX,15394
76104,TX,21571
76105,TX,23445
76106,TX,36521
76107,TX,31591
76108,TX,46170
76109,TX,25373
76110,TX,29858
76111,TX,22512
76112,TX,43132
76113,TX,
76114,TX,26676
76115,TX,20956
76116,TX,51639
76117,TX,33398
76118,TX,16537
76119,TX,50850
76120,TX,19240
76121,TX,
76122,TX,
76123,TX,37981
76124,TX,
76126,TX,25444
76127,TX,2214
76129,TX,2579
76130,TX,
76131,TX,48515
76132,TX,26249
76133,TX,51811
76134,TX,27362
76135,TX,22009
76136,TX,
76137,TX,60555
76140,TX,32623
76147,TX,
76148,TX,23587
76155,TX,5647
76161,TX,
76162,TX,
76163,TX,
76164,TX,15602
76177,TX,23001
76179,TX,68333
76180,TX,37087
76182,TX,31117
76185,TX,
76190,TX,
76191,TX,
76192,TX,
76193,TX,
76195,TX,
76196,TX,
76197,TX,
76199,TX,
76201,TX,27610
76202,TX,
76203,TX,224
76204,TX,
76205,TX,18969
76206,TX,
76207,TX,16097
76208,TX,27084
76209,TX,28088
76210,TX,46211
76225,TX,3789
76226,TX,37214
76227,TX,47118
76228,TX,1001
76230,TX,9992
76233,TX,3719
76234,TX,18755
76238,TX,447
76239,TX,1022
76240,TX,28349
76241,TX,5
76244,TX,77154
76245,TX,1954
76246,TX,
76247,TX,17178
76248,TX,40894
76249,TX,9411
76250,TX,945
76251,TX,719
76252,TX,2851
76253,TX,191
76255,TX,5448
76258,TX,7409
76259,TX,6321
76261,TX,242
76262,TX,42592
76263,TX,48
76264,TX,1497
76265,TX,1585
76266,TX,16779
76267,TX,147
76268,TX,220
76270,TX,2217
76271,TX,1879
76272,TX,5494
76273,TX,9857
76301,TX,15320
76302,TX,12400
76305,TX,5151
76306,TX,14664
76307,TX,
76308,TX,20305
76309,TX,13053
76310,TX,20204
76311,TX,6349
76351,TX,1817
76352,TX,
76354,TX,11496
76357,TX,685
76360,TX,2886
76363,TX,231
76364,TX,181
76365,TX,4775
76366,TX,2023
76367,TX,13457
76369,TX,
76370,TX,238
76371,TX,1513
76372,TX,869
76373,TX,161
76374,TX,3883
76377,TX,592
76379,TX,519
76380,TX,3522
76384,TX,12374
76388,TX,200
76389,TX,1213
76401,TX,30144
76402,TX,980
76424,TX,8417
76426,TX,11727
76427,TX,643
76429,TX,207
76430,TX,2317
76431,TX,3517
76432,TX,1261
76433,TX,1998
76435,TX,691
76436,TX,272
76437,TX,5770
76439,TX,28
76442,TX,7573
76443,TX,1685
76444,TX,3676
76445,TX,323
76446,TX,8534
76448,TX,5417
76449,TX,2542
76450,TX,13026
76452,TX,111
76453,TX,1177
76454,TX,1492
76455,TX,804
76457,TX,3770
76458,TX,6042
76459,TX,184
76460,TX,394
76461,TX,
76462,TX,3820
76463,TX,499
76464,TX,505
76465,TX,
76466,TX,156
76467,TX,
76468,TX,
76469,TX,88
76470,TX,3072
76471,TX,1712
76472,TX,1432
76474,TX,237
76475,TX,877
76476,TX,3056
76481,TX,196
76483,TX,963
76484,TX,1020
76485,TX,
76486,TX,1273
76487,TX,3238
76490,TX,99
76491,TX,387
76501,TX,16987
76502,TX,47297
76503,TX,
76504,TX,24682
76508,TX,
76511,TX,2451
76513,TX,43698
76518,TX,1220
76519,TX,560
76520,TX,8068
76522,TX,41123
76523,TX,181
76524,TX,2700
76525,TX,1021
76526,TX,
76527,TX,4688
76528,TX,18773
76530,TX,2654
76531,TX,4695
76533,TX,
76534,TX,2659
76537,TX,10943
76538,TX,952
76539,TX,8960
76540,TX,
76541,TX,19641
76542,TX,53312
76543,TX,30545
76544,TX,28404
76547,TX,
76548,TX,32714
76549,TX,56199
76550,TX,12840
76554,TX,2139
76556,TX,1503
76557,TX,5318
76558,TX,
76559,TX,6354
76561,TX,1062
76564,TX,
76565,TX,73
76566,TX,355
76567,TX,9163
76569,TX,2661
76570,TX,2376
76571,TX,8937
76573,TX,26
76574,TX,19366
76577,TX,3262
76578,TX,1817
76579,TX,5120
76596,TX,1159
76597,TX,3233
76598,TX,440
76599,TX,1367
76621,TX,996
76622,TX,1148
76623,TX,208
76624,TX,2487
76626,TX,1662
76627,TX,1687
76628,TX,87
76629,TX,1980
76630,TX,1878
76631,TX,394
76632,TX,1544
76633,TX,5665
76634,TX,7313
76635,TX,1138
76636,TX,1502
76637,TX,485
76638,TX,3130
76639,TX,1621
76640,TX,3063
76641,TX,1761
76642,TX,6641
76643,TX,16044
76645,TX,11274
76648,TX,2520
76649,TX,762
76650,TX,46
76651,TX,3373
76652,TX,1078
76653,TX,1145
76654,TX,132
76655,TX,10227
76656,TX,2229
76657,TX,11444
76660,TX,484
76661,TX,7982
76664,TX,3269
76665,TX,2390
