zip,county_fips,area_ratio,res_ratio
79057,48483,0.1385,
79058,48341,0.3081,
79058,48375,0.6919,
79059,48179,0.1095,
79059,48393,0.8905,
79061,48179,0.0908,
79061,48483,0.9092,
79062,48195,0.1729,
79062,48233,0.8271,
79063,48069,1.0,
79064,48189,0.2644,
79064,48279,0.7356,
79065,48179,0.777,
79065,48393,0.223,
79066,48179,1.0,
79068,48065,0.9913,
79068,48375,0.0087,
79070,48295,0.013,
79070,48357,0.9015,
79070,48393,0.0855,
79072,48189,1.0,
79073,48189,1.0,
79078,48233,1.0,
79079,48087,0.4128,
79079,48483,0.5872,
79080,48065,0.1399,
79080,48233,0.8601,
79081,48195,0.7499,
79081,48233,0.1199,
79081,48357,0.0858,
79081,48393,0.0444,
79082,48279,1.0,
79083,48233,0.7162,
79083,48341,0.2838,
79084,48111,0.0267,
79084,48421,0.9733,
79085,48069,1.0,
79086,48341,0.4148,
79086,48421,0.5852,
79087,48111,1.0,
79088,48045,0.1294,
79088,48069,0.0166,
79088,48437,0.854,
79091,48381,1.0,
79092,48117,0.1607,
79092,48359,0.8393,
79093,48357,1.0,
79094,48011,1.0,
79095,48075,0.0348,
79095,48087,0.9652,
79096,48483,1.0,
79097,48065,0.948,
79097,48179,0.052,
79098,48117,0.4641,
79098,48359,0.364,
79098,48375,0.0219,
79098,48381,0.1501,
79101,48375,1.0,
79102,48375,1.0,
79103,48375,0.5001,
79103,48381,0.4999,
79104,48375,1.0,
79106,48375,0.9033,
79106,48381,0.0967,
79107,48375,1.0,
79108,48065,0.0127,
79108,48375,0.9873,
79109,48375,0.2073,
79109,48381,0.7927,
79110,48381,1.0,
79111,48375,1.0,
79118,48011,0.0047,
79118,48375,0.0647,
79118,48381,0.9306,
79119,48381,1.0,
79121,48375,0.161,
79121,48381,0.839,
79124,48375,0.9754,
79124,48381,0.0246,
79201,48075,0.5401,
79201,48101,0.1882,
79201,48191,0.1636,
79201,48345,0.1082,
79220,48125,1.0,
79223,48101,1.0,
79225,48197,0.7698,
79225,48487,0.2302,
79226,48011,0.2399,
79226,48045,0.1385,
79226,48129,0.6031,
79226,48191,0.0186,
79227,48155,0.6627,
79227,48275,0.3373,
79229,48125,1.0,
79230,48075,0.6698,
79230,48087,0.3302,
79231,48153,1.0,
79233,48191,1.0,
79234,48153,0.1849,
79234,48345,0.8151,
79235,48107,0.0841,
79235,48153,0.8809,
79235,48345,0.035,
79236,48125,0.0022,
79236,48269,0.9978,
79237,48129,1.0,
79239,48191,1.0,
79240,48129,1.0,
79241,48153,0.993,
79241,48437,0.007,
79243,48107,0.3437,
79243,48125,0.6563,
79244,48345,1.0,
79245,48075,0.331,
79245,48087,0.1263,
79245,48129,0.0424,
79245,48191,0.5003,
79247,48487,1.0,
79248,48101,0.6541,
79248,48125,0.0273,
79248,48155,0.1069,
79248,48269,0.2117,
79250,48107,0.1138,
79250,48153,0.1902,
79250,48189,0.5806,
79250,48303,0.1154,
79251,48087,1.0,
79252,48101,0.0325,
79252,48197,0.9675,
79255,48045,0.7198,
79255,48153,0.226,
79255,48345,0.0542,
79256,48125,0.1608,
79256,48345,0.8392,
79257,48045,0.9742,
79257,48437,0.0258,
79258,48153,1.0,
79259,48075,0.2279,
79259,48191,0.7721,
79261,48191,1.0,
79311,48189,0.7398,
79311,48303,0.2602,
79312,48279,1.0,
79313,48219,0.5625,
79313,48279,0.4287,
79313,48303,0.0088,
79314,48079,1.0,
79316,48445,1.0,
79322,48107,1.0,
79323,48165,0.5789,
79323,48501,0.4211,
79324,48017,0.9943,
79324,48279,0.0057,
79325,48017,0.0437,
79325,48369,0.9563,
79326,48279,1.0,
79329,48303,1.0,
79330,48169,1.0,
79331,48033,0.041,
79331,48115,0.7751,
79331,48165,0.0301,
79331,48317,0.1538,
79336,48079,0.0244,
79336,48219,0.9756,
79339,48219,0.2908,
79339,48279,0.7092,
79342,48165,1.0,
79343,48107,0.6399,
79343,48303,0.3601,
79344,48017,1.0,
79345,48305,0.0569,
79345,48445,0.9431,
79346,48017,0.0641,
79346,48079,0.9359,
79347,48017,0.7791,
79347,48069,0.0279,
79347,48279,0.0411,
79347,48369,0.1519,
79350,48303,1.0,
79351,48033,0.3114,
79351,48115,0.3693,
79351,48305,0.3194,
79353,48219,1.0,
79355,48501,1.0,
79356,48107,0.154,
79356,48169,0.7582,
79356,48305,0.0878,
79357,48107,1.0,
79358,48219,0.8644,
79358,48303,0.0848,
79358,48445,0.0508,
79359,48165,0.6095,
79359,48445,0.1375,
79359,48501,0.253,
79360,48165,1.0,
79363,48219,0.1625,
79363,48303,0.8375,
79364,48107,0.0532,
79364,48169,0.0891,
79364,48303,0.6872,
79364,48305,0.1705,
79366,48303,1.0,
79367,48219,1.0,
79369,48279,1.0,
79370,48107,0.1401,
79370,48125,0.6187,
79370,48169,0.0457,
79370,48263,0.1954,
79371,48017,0.5782,
79371,48279,0.4218,
79372,48219,1.0,
79373,48305,1.0,
79376,48445,0.2546,
79376,48501,0.7454,
79377,48115,1.0,
79378,48445,1.0,
79379,48079,1.0,
79380,48219,1.0,
79381,48305,1.0,
79382,48219,0.0571,
79382,48303,0.9429,
79383,48305,1.0,
79401,48303,1.0,
79402,48303,1.0,
79403,48303,1.0,
79404,48303,1.0,
79406,48303,1.0,
79407,48219,0.6251,
79407,48303,0.3749,
79410,48303,1.0,
79411,48303,1.0,
79412,48303,1.0,
79413,48303,1.0,
79414,48303,1.0,
79415,48303,1.0,
79416,48303,1.0,
79423,48303,0.7886,
79423,48305,0.2114,
79424,48303,1.0,
79501,48253,1.0,
79502,48433,1.0,
79503,48207,0.1303,
79503,48253,0.8697,
79504,48059,0.9435,
79504,48417,0.0565,
79505,48275,1.0,
79506,48081,0.2588,
79506,48353,0.7412,
79508,48441,1.0,
79510,48059,0.8903,
79510,48083,0.1097,
79511,48033,0.2678,
79511,48227,0.7322,
79512,48335,0.9659,
79512,48415,0.0341,
79517,48033,0.7304,
79517,48415,0.2696,
79518,48263,1.0,
79519,48083,0.6355,
79519,48399,0.3082,
79519,48441,0.0563,
79520,48151,0.3865,
79520,48253,0.5347,
79520,48433,0.0788,
79521,48207,0.935,
79521,48447,0.065,
79525,48253,1.0,
79526,48151,0.0793,
79526,48415,0.9207,
79527,48033,0.1683,
79527,48415,0.8317,
79528,48263,0.7586,
79528,48433,0.2414,
79529,48207,0.1536,
79529,48275,0.8464,
79530,48399,0.3265,
79530,48441,0.6735,
79532,48335,0.9188,
79532,48353,0.0492,
79532,48415,0.032,
79533,48207,0.1353,
79533,48253,0.1785,
79533,48417,0.6326,
79533,48447,0.0536,
79534,48151,1.0,
79535,48353,1.0,
79536,48253,0.3734,
79536,48353,0.0178,
79536,48441,0.6088,
79537,48353,1.0,
79538,48083,0.6585,
79538,48399,0.3415,
79539,48207,1.0,
79540,48433,1.0,
79541,48059,0.071,
79541,48441,0.929,
79543,48151,1.0,
79544,48207,0.9231,
79544,48433,0.0769,
79545,48151,0.1527,
79545,48353,0.8159,
79545,48415,0.0314,
79546,48151,0.7712,
79546,48415,0.0383,
79546,48433,0.1905,
79547,48207,0.9953,
79547,48433,0.0047,
79548,48207,1.0,
79549,48033,0.01,
79549,48263,0.3861,
79549,48415,0.6039,
79553,48207,0.377,
79553,48253,0.623,
79556,48151,0.4166,
79556,48353,0.5834,
79560,48151,0.7517,
79560,48253,0.2483,
79561,48151,0.3609,
79561,48253,0.114,
79561,48353,0.3642,
79561,48441,0.1609,
79562,48441,1.0,
79563,48441,1.0,
79565,48335,1.0,
79566,48353,0.1504,
79566,48399,0.1696,
79566,48441,0.6799,
79567,48399,0.941,
79567,48441,0.059,
79601,48059,0.1215,
79601,48253,0.4664,
79601,48417,0.2363,
79601,48441,0.1758,
79602,48059,0.2273,
79602,48441,0.7727,
79603,48441,1.0,
79605,48441,1.0,
79606,48441,1.0,
79607,48441,1.0,
79699,48441,1.0,
79701,48329,1.0,
79703,48329,1.0,
79705,48317,0.5135,
79705,48329,0.4865,
79706,48173,0.0577,
79706,48329,0.9301,
79706,48461,0.0122,
79707,48329,1.0,
79713,48033,0.1011,
79713,48115,0.2199,
79713,48227,0.217,
79713,48317,0.462,
79714,48003,1.0,
79718,48389,1.0,
79719,48475,1.0,
79720,48033,0.0569,
79720,48173,0.3519,
79720,48227,0.5499,
79720,48317,0.0413,
79721,48227,1.0,
79730,48371,1.0,
79731,48103,1.0,
79733,48227,1.0,
79734,48243,1.0,
79735,48371,1.0,
79738,48033,1.0,
79739,48173,0.9134,
79739,48383,0.0866,
79741,48135,1.0,
79742,48475,1.0,
79743,48371,1.0,
79744,48105,0.5131,
79744,48371,0.4869,
79745,48495,1.0,
79748,48227,0.6238,
79748,48317,0.3762,
79749,48317,1.0,
79752,48105,0.1945,
79752,48371,0.2167,
79752,48461,0.5888,
79754,48301,1.0,
79755,48329,0.0192,
79755,48461,0.9808,
79756,48475,1.0,
79758,48135,1.0,
79759,48135,1.0,
79761,48135,1.0,
79762,48135,1.0,
79763,48135,1.0,
79764,48135,1.0,
79765,48135,0.4526,
79765,48329,0.5474,
79766,48103,0.19,
79766,48135,0.5366,
79766,48329,0.2734,
79769,48135,1.0,
79770,48389,1.0,
79772,48389,0.9864,
79772,48475,0.0136,
79776,48135,1.0,
79777,48475,1.0,
79778,48461,1.0,
79780,48389,1.0,
79781,48105,0.4201,
79781,48371,0.1364,
79781,48443,0.4435,
79782,48173,0.0892,
79782,48317,0.8404,
79782,48329,0.0704,
79783,48317,1.0,
79785,48389,1.0,
79788,48475,1.0,
79789,48495,1.0,
79821,48141,1.0,
79830,48043,1.0,
79832,48043,1.0,
79834,48043,1.0,
79835,48141,0.9876,
79836,48141,1.0,
79837,48229,0.1832,
79838,48141,1.0,
79839,48229,1.0,
79842,48043,1.0,
79843,48377,1.0,
79845,48377,1.0,
79846,48377,1.0,
79847,48109,0.5443,
79847,48229,0.4557,
79848,48443,1.0,
79849,48141,1.0,
79851,48229,1.0,
79852,48043,1.0,
79853,48141,1.0,
79854,48243,0.6861,
79854,48377,0.3139,
79855,48109,0.7235,
79855,48229,0.2765,
79901,48141,1.0,
79902,48141,1.0,
79903,48141,1.0,
79904,48141,1.0,
79905,48141,1.0,
79906,48141,1.0,
79907,48141,1.0,
79908,48141,1.0,
79911,48141,1.0,
79912,48141,1.0,
79915,48141,1.0,
79916,48141,1.0,
79918,48141,1.0,
79920,48141,1.0,
79922,48141,0.8291,
79924,48141,1.0,
79925,48141,1.0,
79927,48141,1.0,
79928,48141,1.0,
79930,48141,1.0,
79932,48141,1.0,
79934,48141,1.0,
79935,48141,1.0,
79936,48141,1.0,
79938,48141,0.5445,
79938,48229,0.4555,
88430,48359,0.0265,
